Date,Category,Likes,Shares,Reposts,Comments
2016-03-14,Travel,6738,196,72,4163
2016-03-14,Fashion,8185,736,137,9261
2016-03-14,Culture,3350,180,162,3448
2016-03-14,Music,7201,975,151,8065
2016-03-14,Fitness,5751,800,69,560
2016-03-14,Music,5762,860,17,2357
2016-03-14,Music,1042,35,112,3887
2016-03-14,Food,6854,134,76,1812
2016-03-14,Health,4401,53,117,3965
2016-03-14,Food,6860,953,188,5261
2016-03-14,Culture,529,51,175,4884
2016-03-14,Culture,4144,765,185,6129
2016-03-14,Culture,4397,202,79,9158
2016-03-14,Music,9114,912,189,111
2016-03-14,Fashion,7626,9,94,2023
2016-03-14,Fitness,881,53,110,6584
2016-03-15,Family,2630,77,56,7728
2016-03-15,Culture,6413,411,126,3476
2016-03-15,Travel,8637,163,53,2866
2016-03-15,Food,4131,952,11,5108
2016-03-15,Food,5269,606,18,7622
2016-03-15,Food,8381,656,113,8950
2016-03-15,Family,1605,868,106,3904
2016-03-15,Fashion,5564,935,42,3555
2016-03-15,Fashion,5290,379,65,4744
2016-03-15,Fitness,9280,506,14,935
2016-03-15,Fitness,1418,745,157,5496
2016-03-15,Music,8959,551,136,4235
2016-03-15,Food,3384,62,88,7584
2016-03-15,Fashion,6887,131,104,9066
2016-03-15,Travel,5955,761,189,754
2016-03-15,Culture,629,116,143,3299
2016-03-15,Music,2105,658,10,7858
2016-03-15,Travel,3409,814,124,8748
2016-03-15,Health,7236,152,135,6089
2016-03-15,Music,5270,924,63,8061
2016-03-15,Fashion,4067,830,151,253
2016-03-15,Health,484,325,184,1464
2016-03-15,Health,1494,777,14,6727
2016-03-15,Food,8471,391,8,4473
2016-03-15,Culture,4103,732,143,6193
2016-03-15,Culture,9219,211,196,776
2016-03-15,Food,1589,999,27,5225
2016-03-16,Food,160,851,174,5575
2016-03-16,Fashion,5494,628,60,150
2016-03-16,Music,3093,838,77,6877
2016-03-16,Culture,238,16,91,2422
2016-03-16,Food,1815,747,194,6103
2016-03-16,Food,8830,2,169,1817
2016-03-16,Music,8154,129,195,130
2016-03-16,Travel,4935,49,108,8236
2016-03-16,Food,7026,299,69,3061
2016-03-16,Health,3106,752,28,531
2016-03-16,Family,9712,868,135,5878
2016-03-16,Music,8366,222,61,9222
2016-03-16,Fitness,7472,1,67,7651
2016-03-16,Culture,4113,469,167,3695
2016-03-16,Culture,9228,640,51,3632
2016-03-16,Fitness,1099,909,56,3930
2016-03-16,Fashion,6848,826,7,1586
2016-03-16,Culture,7255,676,153,5943
2016-03-16,Health,4158,954,173,1181
2016-03-16,Family,6670,372,138,6952
2016-03-16,Fashion,7949,190,196,7839
2016-03-16,Culture,7395,213,170,9116
2016-03-16,Fashion,7583,472,136,7653
2016-03-16,Culture,7839,754,58,3546
2016-03-16,Fashion,7980,593,79,7257
2016-03-16,Travel,7361,762,27,7312
2016-03-16,Travel,9237,18,56,6481
2016-03-16,Fashion,2526,376,94,3786
2016-03-17,Health,1413,254,159,1007
2016-03-17,Family,9989,232,159,9572
2016-03-17,Travel,8015,193,55,463
2016-03-17,Travel,6608,461,102,949
2016-03-17,Fitness,9663,572,129,9870
2016-03-17,Travel,140,64,198,6944
2016-03-17,Music,4283,921,98,5913
2016-03-17,Family,2826,55,97,5301
2016-03-17,Health,8634,858,106,9905
2016-03-17,Fashion,3568,670,22,547
2016-03-17,Health,7162,935,150,7261
2016-03-17,Food,3607,145,160,7169
2016-03-17,Family,2480,261,85,6249
2016-03-17,Fitness,6599,674,180,3817
2016-03-17,Travel,5324,635,164,8254
2016-03-17,Fashion,6221,60,131,6789
2016-03-17,Health,6839,576,2,2116
2016-03-17,Fitness,770,622,148,618
2016-03-17,Culture,5505,837,121,2064
2016-03-17,Fashion,8835,490,65,5915
2016-03-17,Fitness,3146,302,87,3172
2016-03-17,Travel,6920,254,181,9880
2016-03-17,Travel,1985,820,109,784
2016-03-17,Travel,4168,275,17,1519
2016-03-17,Travel,7285,767,152,7845
2016-03-17,Fashion,9521,779,9,4253
2016-03-17,Food,527,287,59,7177
2016-03-18,Music,3556,417,91,903
2016-03-18,Food,2737,417,61,7568
2016-03-18,Health,5336,808,188,6647
2016-03-18,Food,268,305,104,1908
2016-03-18,Fashion,1662,828,155,3742
2016-03-18,Fitness,9739,100,26,9822
2016-03-18,Travel,1711,66,31,6167
2016-03-18,Health,7566,915,23,2784
2016-03-18,Fashion,8148,557,182,4540
2016-03-18,Culture,3980,950,5,7386
2016-03-18,Culture,1371,235,35,4465
2016-03-18,Food,219,506,109,1483
2016-03-18,Fitness,3440,694,112,824
2016-03-18,Health,8132,325,89,1749
2016-03-18,Fitness,5902,910,48,2868
2016-03-18,Fashion,4906,649,39,7614
2016-03-18,Family,9976,562,97,3324
2016-03-18,Fashion,942,939,32,4906
2016-03-18,Food,8873,714,11,2656
2016-03-18,Food,6294,975,167,3035
2016-03-18,Fashion,7339,44,21,2611
2016-03-18,Food,2613,363,172,2870
2016-03-18,Travel,728,594,133,7061
2016-03-18,Family,5670,831,198,5490
2016-03-18,Family,2152,524,1,4719
2016-03-18,Culture,4149,428,91,326
2016-03-18,Music,993,515,0,6826
2016-03-18,Health,7460,991,189,5990
2016-03-19,Food,2246,524,41,2274
2016-03-19,Culture,137,913,137,6718
2016-03-19,Fashion,6304,824,189,1208
2016-03-19,Fitness,7422,193,75,9218
2016-03-19,Health,4588,883,7,4711
2016-03-19,Health,4604,0,145,156
2016-03-19,Fashion,1360,483,57,2908
2016-03-19,Culture,3041,353,47,5976
2016-03-19,Music,8240,499,104,1404
2016-03-19,Travel,7268,5,82,4852
2016-03-19,Fashion,5118,836,23,4136
2016-03-19,Culture,7684,95,172,880
2016-03-19,Health,5399,410,81,8339
2016-03-19,Fitness,2351,495,95,7232
2016-03-19,Culture,2723,911,33,7573
2016-03-19,Fashion,1414,680,47,1359
2016-03-19,Travel,5104,931,81,2749
2016-03-19,Family,996,435,2,1715
2016-03-19,Travel,9136,49,179,8051
2016-03-19,Travel,5157,966,194,6367
2016-03-19,Family,9272,326,91,2861
2016-03-19,Music,9661,19,64,6613
2016-03-19,Health,1314,723,105,8618
2016-03-19,Family,2883,240,189,9190
2016-03-19,Food,4369,604,102,1361
2016-03-19,Fashion,3149,878,95,5388
2016-03-19,Travel,6900,880,182,9153
2016-03-20,Fitness,9992,521,109,8784
2016-03-20,Culture,9590,906,153,3729
2016-03-20,Health,8404,88,144,7493
2016-03-20,Health,9237,905,115,7367
2016-03-20,Travel,2857,362,18,8703
2016-03-20,Music,1901,408,31,1820
2016-03-20,Fashion,8975,111,121,4206
2016-03-20,Family,4311,597,86,8956
2016-03-20,Health,9624,580,86,8921
2016-03-20,Culture,4812,221,85,5672
2016-03-20,Family,1644,385,177,3202
2016-03-20,Health,9938,548,10,940
2016-03-20,Food,6691,458,192,1535
2016-03-20,Fitness,8837,300,143,5905
2016-03-20,Health,4201,62,42,7570
2016-03-20,Travel,9494,880,7,9204
2016-03-20,Family,3897,993,140,3689
2016-03-20,Food,7576,469,93,702
2016-03-20,Fashion,4530,943,108,2473
2016-03-20,Fitness,560,735,121,9303
2016-03-20,Travel,3282,619,148,7
2016-03-20,Health,9463,290,87,4848
2016-03-20,Travel,4829,264,97,8869
2016-03-20,Health,354,98,192,6585
2016-03-20,Fitness,303,653,121,5253
2016-03-20,Family,2165,878,145,1335
2016-03-20,Culture,85,762,64,1966
2016-03-21,Fashion,4912,410,147,1430
2016-03-21,Culture,7885,444,33,6227
2016-03-21,Food,8703,991,160,6143
2016-03-21,Culture,4668,144,95,6231
2016-03-21,Family,5966,203,22,7748
2016-03-21,Food,7751,917,62,9389
2016-03-21,Health,6072,940,128,9769
2016-03-21,Fashion,3978,795,59,9534
2016-03-21,Fashion,2766,360,30,2275
2016-03-21,Fitness,5787,630,80,7353
2016-03-21,Culture,1240,538,178,6856
2016-03-21,Health,1211,238,183,9676
2016-03-21,Culture,6364,91,67,4115
2016-03-21,Fitness,6372,171,77,6607
2016-03-21,Fashion,4807,678,93,5645
2016-03-21,Food,2961,887,152,5315
2016-03-21,Health,9446,350,121,8101
2016-03-21,Music,462,22,93,3496
2016-03-21,Health,2806,570,169,52
2016-03-21,Health,6297,755,33,6633
2016-03-21,Health,3844,475,1,5510
2016-03-21,Travel,2573,464,41,906
2016-03-21,Health,9928,830,90,8984
2016-03-21,Fashion,2697,597,129,648
2016-03-21,Travel,6233,793,25,9330
2016-03-21,Travel,8467,76,171,1724
2016-03-21,Music,9282,389,157,1892
2016-03-21,Food,2923,386,113,2262
2016-03-22,Music,1308,526,138,3814
2016-03-22,Family,701,185,111,1497
2016-03-22,Family,5075,307,126,4651
2016-03-22,Family,7484,35,31,8826
2016-03-22,Health,928,840,112,4968
2016-03-22,Travel,9815,149,65,1076
2016-03-22,Culture,1481,851,30,3573
2016-03-22,Fashion,2824,831,148,8520
2016-03-22,Food,2871,585,60,4237
2016-03-22,Fashion,847,479,125,584
2016-03-22,Culture,3107,478,62,5748
2016-03-22,Food,7471,422,29,5069
2016-03-22,Travel,3113,182,103,9161
2016-03-22,Family,9830,175,191,7750
2016-03-22,Fitness,4100,724,97,3339
2016-03-22,Family,9605,605,163,1173
2016-03-22,Travel,9684,92,2,8659
2016-03-22,Travel,5484,961,101,2688
2016-03-22,Fashion,7930,725,111,8417
2016-03-22,Family,4644,87,144,7254
2016-03-22,Fashion,4859,140,171,9558
2016-03-22,Family,2708,317,100,1980
2016-03-22,Culture,4584,39,0,5935
2016-03-22,Health,4064,512,178,3181
2016-03-22,Fashion,6453,630,112,4579
2016-03-22,Music,4759,449,175,7430
2016-03-22,Culture,2944,993,50,8983
2016-03-23,Food,39,432,120,4542
2016-03-23,Music,5087,403,49,9198
2016-03-23,Music,5474,525,171,8991
2016-03-23,Music,8011,91,75,2170
2016-03-23,Family,5685,387,185,9782
2016-03-23,Music,7537,930,36,9814
2016-03-23,Fitness,399,613,19,1576
2016-03-23,Music,7274,335,141,8460
2016-03-23,Music,5356,747,107,4612
2016-03-23,Travel,619,72,68,8150
2016-03-23,Culture,8966,902,94,5825
2016-03-23,Fashion,9972,11,45,1606
2016-03-23,Health,9613,931,57,8118
2016-03-23,Fashion,6745,623,178,9942
2016-03-23,Health,4241,554,166,6190
2016-03-23,Food,4595,228,176,9853
2016-03-23,Travel,4357,11,192,6404
2016-03-23,Travel,5768,718,47,1647
2016-03-23,Fashion,8279,955,145,246
2016-03-23,Culture,2887,933,173,3959
2016-03-23,Music,4180,710,29,2990
2016-03-23,Health,697,484,107,8261
2016-03-23,Food,2614,608,59,9212
2016-03-23,Travel,2396,348,198,7031
2016-03-23,Food,9181,115,127,2699
2016-03-23,Fashion,6239,185,192,3886
2016-03-23,Fashion,5807,7,189,6500
2016-03-23,Family,8283,93,15,1258
2016-03-24,Fashion,6294,5,89,605
2016-03-24,Travel,3505,287,119,5788
2016-03-24,Culture,2768,925,66,2549
2016-03-24,Music,7173,217,97,3791
2016-03-24,Health,9393,16,150,2998
2016-03-24,Health,1417,85,73,2085
2016-03-24,Fashion,8802,470,162,9279
2016-03-24,Music,2927,423,115,202
2016-03-24,Music,5864,434,67,2827
2016-03-24,Culture,3170,695,133,7070
2016-03-24,Family,2653,884,6,9444
2016-03-24,Culture,5839,190,2,3502
2016-03-24,Family,3498,320,65,36
2016-03-24,Music,5627,986,173,6533
2016-03-24,Family,6324,353,116,5879
2016-03-24,Food,2772,14,44,1357
2016-03-24,Fashion,5482,962,160,7464
2016-03-24,Travel,6313,421,184,275
2016-03-24,Fitness,6270,39,0,6074
2016-03-24,Fashion,5136,674,7,2168
2016-03-24,Fashion,5000,897,120,959
2016-03-24,Fashion,7088,839,5,9217
2016-03-24,Travel,7068,278,25,9338
2016-03-24,Culture,602,60,156,2856
2016-03-24,Music,9060,223,54,1516
2016-03-24,Culture,6036,91,23,6797
2016-03-24,Family,193,402,16,2066
2016-03-25,Health,4898,172,20,4197
2016-03-25,Family,4845,117,32,6390
2016-03-25,Fashion,7114,582,55,3806
2016-03-25,Travel,4284,83,110,6919
2016-03-25,Music,7210,42,23,852
2016-03-25,Culture,8359,698,29,2052
2016-03-25,Food,8577,953,118,9818
2016-03-25,Travel,345,866,111,5943
2016-03-25,Food,4007,354,188,1697
2016-03-25,Travel,4664,770,54,4328
2016-03-25,Culture,9919,39,68,1755
2016-03-25,Family,8673,224,76,2541
2016-03-25,Fashion,7853,52,175,8396
2016-03-25,Family,3558,243,73,5442
2016-03-25,Food,3924,685,133,8021
2016-03-25,Health,3732,892,5,5661
2016-03-25,Fashion,7578,881,145,4485
2016-03-25,Food,1655,52,191,8325
2016-03-25,Family,4784,213,51,7978
2016-03-25,Travel,5501,759,169,8846
2016-03-25,Fashion,5572,139,51,9723
2016-03-25,Fashion,9027,916,57,8434
2016-03-25,Travel,2506,940,159,1734
2016-03-25,Travel,6408,555,8,4304
2016-03-25,Music,9341,146,97,5995
2016-03-25,Health,6451,573,3,5952
2016-03-25,Fitness,2673,124,129,1978
2016-03-26,Travel,8219,665,43,4493
2016-03-26,Music,4154,863,124,8287
2016-03-26,Culture,1876,479,2,2358
2016-03-26,Fashion,6941,248,105,1086
2016-03-26,Travel,7044,91,55,5567
2016-03-26,Music,5740,834,190,9961
2016-03-26,Music,5387,893,199,8032
2016-03-26,Health,3498,180,52,6308
2016-03-26,Fashion,5634,270,172,6471
2016-03-26,Travel,6943,450,34,6845
2016-03-26,Culture,8189,221,165,7208
2016-03-26,Fitness,3294,331,173,1560
2016-03-26,Food,1026,81,149,6122
2016-03-26,Health,3205,914,25,4352
2016-03-26,Fashion,4090,680,190,5625
2016-03-26,Travel,325,431,190,807
2016-03-26,Food,4427,443,189,4056
2016-03-26,Music,2980,729,61,9165
2016-03-26,Health,4083,230,15,1372
2016-03-26,Travel,3653,1,195,712
2016-03-26,Culture,1485,394,135,7878
2016-03-26,Music,7658,137,110,5906
2016-03-26,Fashion,6709,80,196,9614
2016-03-26,Food,8128,467,0,5765
2016-03-26,Travel,7605,24,179,7881
2016-03-26,Food,3338,499,60,1387
2016-03-26,Family,1,157,114,3171
2016-03-26,Fitness,4070,903,70,7234
2016-03-27,Music,1852,979,163,336
2016-03-27,Health,5161,254,122,9922
2016-03-27,Culture,4378,351,140,1234
2016-03-27,Culture,4799,987,53,8757
2016-03-27,Fitness,577,274,169,3776
2016-03-27,Music,8800,3,74,7910
2016-03-27,Health,8361,269,73,8936
2016-03-27,Fitness,6202,219,140,8360
2016-03-27,Fitness,7142,854,119,912
2016-03-27,Fitness,8082,848,38,5852
2016-03-27,Family,2491,185,125,9516
2016-03-27,Culture,2370,532,74,5839
2016-03-27,Travel,3454,612,189,125
2016-03-27,Family,7663,711,11,2916
2016-03-27,Family,7073,882,185,6075
2016-03-27,Food,4757,236,180,7506
2016-03-27,Fashion,9639,176,86,2882
2016-03-27,Health,3884,565,117,8937
2016-03-27,Travel,1137,511,65,4687
2016-03-27,Family,1066,817,160,1193
2016-03-27,Culture,4736,764,65,984
2016-03-27,Culture,7829,67,29,7701
2016-03-27,Travel,1262,866,119,2101
2016-03-27,Music,6536,92,35,6369
2016-03-27,Food,5806,21,136,8750
2016-03-27,Fitness,190,223,27,9495
2016-03-27,Travel,2860,291,106,8368
2016-03-28,Health,4242,540,93,3300
2016-03-28,Culture,2356,958,108,1869
2016-03-28,Fitness,5279,418,55,3064
2016-03-28,Food,3413,700,38,6399
2016-03-28,Travel,5505,783,49,6767
2016-03-28,Fashion,46,22,87,5211
2016-03-28,Culture,6302,281,1,4897
2016-03-28,Fashion,7663,62,58,494
2016-03-28,Travel,9280,102,97,4138
2016-03-28,Food,323,573,142,7198
2016-03-28,Culture,2333,265,42,8430
2016-03-28,Culture,5815,339,22,9700
2016-03-28,Music,7087,724,142,8741
2016-03-28,Health,6335,410,192,5544
2016-03-28,Fitness,4709,466,13,3754
2016-03-28,Travel,6500,285,193,7673
2016-03-28,Fitness,930,959,74,3836
2016-03-28,Food,9007,363,136,2787
2016-03-28,Health,8632,241,72,8095
2016-03-28,Culture,1204,208,10,6258
2016-03-28,Family,6233,819,8,4214
2016-03-28,Fashion,2183,879,120,4729
2016-03-28,Travel,6594,967,129,2619
2016-03-28,Health,928,690,81,7440
2016-03-28,Fashion,1225,58,32,8852
2016-03-28,Health,3244,419,112,638
2016-03-28,Fitness,7943,3,68,5707
2016-03-28,Family,4150,339,56,452
2016-03-29,Travel,512,193,116,3286
2016-03-29,Travel,9189,954,1,610
2016-03-29,Travel,8966,933,5,3421
2016-03-29,Food,9999,394,100,9196
2016-03-29,Fitness,7319,70,161,19
2016-03-29,Travel,5228,274,9,7020
2016-03-29,Music,4800,74,141,98
2016-03-29,Travel,2204,779,163,1757
2016-03-29,Fitness,5937,351,5,3152
2016-03-29,Fitness,292,723,142,4637
2016-03-29,Fashion,432,658,136,6676
2016-03-29,Fashion,8181,87,8,8823
2016-03-29,Travel,7277,493,129,4965
2016-03-29,Health,5304,444,118,7737
2016-03-29,Health,1301,532,36,5186
2016-03-29,Culture,5640,541,161,5062
2016-03-29,Family,6559,641,175,2044
2016-03-29,Family,3129,159,128,8325
2016-03-29,Health,73,235,184,6271
2016-03-29,Food,1509,235,34,2263
2016-03-29,Travel,6904,947,130,3685
2016-03-29,Health,5265,680,190,4787
2016-03-29,Fitness,6421,61,18,6012
2016-03-29,Music,5171,825,7,6136
2016-03-29,Travel,4780,166,41,172
2016-03-29,Travel,1193,510,77,7443
2016-03-29,Travel,3745,549,81,8822
2016-03-30,Travel,6342,491,47,3291
2016-03-30,Family,278,646,93,1361
2016-03-30,Culture,7351,317,30,5349
2016-03-30,Health,6107,582,189,124
2016-03-30,Fashion,9470,780,131,8665
2016-03-30,Fitness,3620,17,19,9213
2016-03-30,Family,371,104,28,2419
2016-03-30,Health,1757,740,177,3822
2016-03-30,Music,7785,56,60,2807
2016-03-30,Travel,4901,403,124,6923
2016-03-30,Fitness,273,593,112,4120
2016-03-30,Culture,2140,18,39,8818
2016-03-30,Fashion,3762,555,131,8614
2016-03-30,Food,7162,943,83,8332
2016-03-30,Travel,3576,182,16,9423
2016-03-30,Family,9347,195,111,603
2016-03-30,Food,689,807,89,3226
2016-03-30,Travel,9958,846,24,3108
2016-03-30,Fashion,2781,212,115,877
2016-03-30,Fashion,3441,47,130,8522
2016-03-30,Food,1593,468,153,6837
2016-03-30,Food,8033,632,37,4910
2016-03-30,Travel,9582,182,28,6776
2016-03-30,Travel,7313,747,0,9172
2016-03-30,Fashion,7002,547,157,8541
2016-03-30,Food,7563,652,10,4179
2016-03-30,Family,1565,439,20,4416
2016-03-31,Family,8428,2,103,1911
2016-03-31,Music,7428,349,117,5916
2016-03-31,Health,9448,257,194,244
2016-03-31,Food,6480,378,22,2045
2016-03-31,Family,3406,217,5,5642
2016-03-31,Travel,7297,735,49,9898
2016-03-31,Food,4583,772,39,1523
2016-03-31,Travel,1997,745,153,4417
2016-03-31,Health,7133,931,139,1966
2016-03-31,Culture,7269,728,19,1858
2016-03-31,Fitness,312,585,185,6835
2016-03-31,Family,6955,749,177,9281
2016-03-31,Music,8210,220,60,1727
2016-03-31,Fashion,7094,210,162,1269
2016-03-31,Travel,9131,531,76,6933
2016-03-31,Family,3257,594,2,3950
2016-03-31,Family,5216,808,171,4271
2016-03-31,Fitness,5250,548,51,4984
2016-03-31,Health,396,279,125,2783
2016-03-31,Health,4575,874,55,3153
2016-03-31,Travel,3248,0,57,5871
2016-03-31,Fashion,6237,951,198,2760
2016-03-31,Travel,1496,843,160,9190
2016-03-31,Food,1287,596,147,8458
2016-03-31,Family,5353,780,170,4537
2016-03-31,Family,1177,831,173,4671
2016-03-31,Family,9130,38,45,9428
2016-03-31,Health,1061,811,194,5941
2016-04-01,Fitness,2343,220,182,589
2016-04-01,Family,3410,790,61,5628
2016-04-01,Fitness,6328,116,148,3430
2016-04-01,Music,8768,555,33,9181
2016-04-01,Food,4642,973,192,4958
2016-04-01,Health,6655,812,24,4718
2016-04-01,Health,7090,25,11,8830
2016-04-01,Family,1369,116,171,8308
2016-04-01,Culture,3536,178,3,6594
2016-04-01,Music,9074,463,14,3637
2016-04-01,Food,3804,781,28,4605
2016-04-01,Family,9518,818,109,2723
2016-04-01,Food,8850,842,9,2524
2016-04-01,Travel,5539,11,38,903
2016-04-01,Food,2287,612,182,8682
2016-04-01,Culture,852,262,151,4738
2016-04-01,Fitness,9310,231,9,8565
2016-04-01,Music,7824,36,173,6950
2016-04-01,Family,7644,301,60,5721
2016-04-01,Health,7492,892,86,4875
2016-04-01,Food,2989,418,82,1738
2016-04-01,Family,8522,963,27,4947
2016-04-01,Fashion,5559,337,197,4958
2016-04-01,Family,6554,386,175,6624
2016-04-01,Culture,5738,205,147,7682
2016-04-01,Fitness,9697,881,47,7923
2016-04-01,Culture,1829,313,93,3330
2016-04-02,Food,7965,826,30,2531
2016-04-02,Travel,7541,452,157,8012
2016-04-02,Fashion,7962,748,89,327
2016-04-02,Fashion,1802,441,48,4713
2016-04-02,Music,3419,20,191,4688
2016-04-02,Travel,1482,228,96,4335
2016-04-02,Fashion,1633,636,17,9208
2016-04-02,Food,7578,373,26,7992
2016-04-02,Food,1021,609,141,8925
2016-04-02,Fashion,8487,600,28,5237
2016-04-02,Music,2680,68,56,8994
2016-04-02,Family,1953,745,159,769
2016-04-02,Music,9619,9,86,9914
2016-04-02,Fashion,7316,815,23,8878
2016-04-02,Fashion,9286,295,138,3615
2016-04-02,Food,9642,580,28,6311
2016-04-02,Family,2956,625,184,6834
2016-04-02,Culture,2907,251,117,9817
2016-04-02,Culture,6232,752,173,5825
2016-04-02,Fashion,7071,37,22,34
2016-04-02,Culture,9043,958,170,1832
2016-04-02,Fashion,1230,127,175,8716
2016-04-02,Fashion,9420,22,79,6606
2016-04-02,Travel,6800,124,100,2088
2016-04-02,Food,4983,269,34,3584
2016-04-02,Family,5702,886,198,4620
2016-04-02,Music,1694,695,147,9586
2016-04-03,Music,1179,92,161,9497
2016-04-03,Fitness,419,620,90,5056
2016-04-03,Fashion,9033,178,3,5888
2016-04-03,Music,8970,637,133,3181
2016-04-03,Health,8233,435,196,3612
2016-04-03,Health,7620,470,19,1850
2016-04-03,Fashion,1714,382,140,2460
2016-04-03,Music,6083,517,147,9823
2016-04-03,Culture,9453,520,124,6304
2016-04-03,Fitness,9564,436,143,803
2016-04-03,Travel,5644,931,198,1288
2016-04-03,Food,5936,235,52,5647
2016-04-03,Family,9422,46,161,9587
2016-04-03,Fashion,6995,457,153,6268
2016-04-03,Fitness,5118,86,163,2014
2016-04-03,Fashion,140,288,198,362
2016-04-03,Travel,5800,504,144,4462
2016-04-03,Health,1015,625,166,849
2016-04-03,Music,6113,523,198,3458
2016-04-03,Music,2338,591,43,7524
2016-04-03,Fashion,433,491,119,6071
2016-04-03,Food,5870,914,81,4791
2016-04-03,Music,5097,681,52,9322
2016-04-03,Food,1776,381,119,1714
2016-04-03,Music,2514,78,38,3232
2016-04-03,Food,830,444,48,726
2016-04-03,Fitness,9068,841,163,4894
2016-04-03,Fitness,7218,478,111,4669
2016-04-04,Family,8024,367,97,5864
2016-04-04,Food,7151,57,102,3075
2016-04-04,Fashion,1306,102,173,4345
2016-04-04,Travel,8077,745,141,637
2016-04-04,Fitness,6854,56,137,8122
2016-04-04,Health,5440,558,25,9522
2016-04-04,Music,2039,450,112,7226
2016-04-04,Food,4644,638,152,777
2016-04-04,Family,3456,363,132,2905
2016-04-04,Health,1700,931,138,4330
2016-04-04,Health,8323,821,159,78
2016-04-04,Health,878,552,155,5727
2016-04-04,Fitness,7520,502,163,68
2016-04-04,Fitness,2118,598,175,2788
2016-04-04,Fitness,1594,91,30,6381
2016-04-04,Health,9302,326,183,7257
2016-04-04,Fitness,1126,446,106,1256
2016-04-04,Health,4395,168,180,4929
2016-04-04,Family,1683,372,43,8431
2016-04-04,Health,6868,125,121,685
2016-04-04,Travel,84,756,52,6885
2016-04-04,Culture,7854,984,97,4393
2016-04-04,Food,1608,641,107,7869
2016-04-04,Food,6061,656,182,2354
2016-04-04,Music,7058,151,158,6063
2016-04-04,Fashion,6845,665,44,5512
2016-04-04,Fashion,6969,15,108,8465
2016-04-05,Health,8835,545,178,922
2016-04-05,Music,2516,939,157,1071
2016-04-05,Food,4726,856,181,3290
2016-04-05,Food,4174,608,193,4984
2016-04-05,Family,4496,881,102,6710
2016-04-05,Family,9586,185,195,3481
2016-04-05,Food,581,865,44,5803
2016-04-05,Fitness,9240,399,148,7723
2016-04-05,Travel,5264,242,0,8711
2016-04-05,Travel,3201,198,60,4751
2016-04-05,Food,9953,864,124,5635
2016-04-05,Health,1323,405,14,5648
2016-04-05,Travel,806,638,64,485
2016-04-05,Music,3070,784,179,2548
2016-04-05,Health,8774,410,31,5977
2016-04-05,Travel,9360,973,170,6674
2016-04-05,Fashion,3101,782,177,907
2016-04-05,Family,5151,737,134,886
2016-04-05,Travel,9158,101,47,8848
2016-04-05,Music,1840,895,199,1918
2016-04-05,Culture,8137,104,41,7274
2016-04-05,Food,8432,760,26,5956
2016-04-05,Culture,8971,766,69,9496
2016-04-05,Fashion,7450,876,60,5383
2016-04-05,Music,5464,435,144,7029
2016-04-05,Culture,2645,86,199,9237
2016-04-05,Fitness,3402,98,159,5926
2016-04-05,Food,219,914,129,3877
2016-04-06,Family,4427,891,166,6007
2016-04-06,Travel,9286,712,77,5252
2016-04-06,Music,346,484,67,3875
2016-04-06,Family,9028,652,34,3157
2016-04-06,Health,3886,94,186,407
2016-04-06,Culture,5742,818,65,9321
2016-04-06,Fitness,9668,104,120,5758
2016-04-06,Travel,7077,409,126,8476
2016-04-06,Travel,292,162,179,8960
2016-04-06,Music,8446,989,164,8526
2016-04-06,Music,2665,501,165,986
2016-04-06,Music,3539,908,25,7346
2016-04-06,Fitness,8811,695,187,5592
2016-04-06,Music,5726,460,27,5308
2016-04-06,Fashion,2420,276,148,3345
2016-04-06,Family,1059,542,173,8277
2016-04-06,Health,5254,457,159,2495
2016-04-06,Fitness,4604,21,42,1116
2016-04-06,Health,2078,478,162,9673
2016-04-06,Culture,357,520,163,5635
2016-04-06,Culture,111,114,56,4524
2016-04-06,Food,2201,351,198,86
2016-04-06,Travel,3189,658,50,595
2016-04-06,Fashion,9288,990,158,6990
2016-04-06,Fitness,5495,88,150,2187
2016-04-06,Food,2628,998,72,4307
2016-04-06,Health,751,672,173,7861
2016-04-07,Music,4489,340,95,297
2016-04-07,Travel,706,478,108,3619
2016-04-07,Travel,6028,575,118,4733
2016-04-07,Food,2374,214,91,9942
2016-04-07,Music,3691,285,193,670
2016-04-07,Music,909,818,102,7024
2016-04-07,Health,6216,95,9,3396
2016-04-07,Culture,4158,646,179,1096
2016-04-07,Health,5364,429,118,2321
2016-04-07,Family,1931,226,120,8809
2016-04-07,Health,5679,848,74,3320
2016-04-07,Culture,8698,222,195,693
2016-04-07,Culture,353,488,38,7424
2016-04-07,Travel,3437,452,60,1729
2016-04-07,Culture,1804,344,192,3588
2016-04-07,Travel,4484,133,5,9831
2016-04-07,Food,107,753,126,9259
2016-04-07,Fitness,1477,771,176,9893
2016-04-07,Fitness,5707,505,94,4960
2016-04-07,Fashion,8426,234,184,8800
2016-04-07,Family,8746,545,50,955
2016-04-07,Food,5322,34,181,7384
2016-04-07,Fitness,493,857,65,5095
2016-04-07,Food,3403,517,176,1334
2016-04-07,Travel,9975,817,43,8566
2016-04-07,Travel,9344,126,148,6320
2016-04-07,Fashion,8363,561,69,3831
2016-04-08,Culture,6577,782,128,2156
2016-04-08,Music,6811,784,186,5790
2016-04-08,Fashion,6089,523,9,1299
2016-04-08,Culture,819,20,196,3754
2016-04-08,Food,7675,783,98,4049
2016-04-08,Fitness,9073,908,93,7587
2016-04-08,Music,9265,949,148,4659
